Date,Open,High,Low,Close,Adj Close,Volume
11/2/2016,93.790001,94.720001,92.589996,93.699997,91.025528,50074700
12/2/2016,94.190002,94.5,93.010002,93.989998,91.307251,40351400
16/2/2016,95.019997,96.849998,94.610001,96.639999,93.881607,49057900
17/2/2016,96.669998,98.209999,96.150002,98.120003,95.319359,44863200
18/2/2016,98.839996,98.889999,96.089996,96.260002,93.512459,39021000
19/2/2016,96,96.760002,95.800003,96.040001,93.298737,35374200
22/2/2016,96.309998,96.900002,95.919998,96.879997,94.114754,34280800
23/2/2016,96.400002,96.5,94.550003,94.690002,91.987267,31942600
24/2/2016,93.980003,96.379997,93.32,96.099998,93.357018,36255700
25/2/2016,96.050003,96.760002,95.25,96.760002,93.998184,27582700
26/2/2016,97.199997,98.019997,96.580002,96.910004,94.143906,28991100
29/2/2016,96.860001,98.230003,96.650002,96.690002,93.930183,35216300
1/3/2016,97.650002,100.769997,97.419998,100.529999,97.660561,50407100
2/3/2016,100.510002,100.889999,99.639999,100.75,97.874298,33169600
3/3/2016,100.580002,101.709999,100.449997,101.5,98.602882,36955700
4/3/2016,102.370003,103.75,101.370003,103.010002,100.069786,46055100
7/3/2016,102.389999,102.830002,100.959999,101.870003,98.962318,35828900
8/3/2016,100.779999,101.760002,100.400002,101.029999,98.146294,31561900
9/3/2016,101.309998,101.580002,100.269997,101.120003,98.233734,27201700
10/3/2016,101.410004,102.239998,100.150002,101.169998,98.282295,33513600
11/3/2016,102.239998,102.279999,101.5,102.260002,99.341187,27408200
14/3/2016,101.910004,102.910004,101.779999,102.519997,99.593773,25076100
15/3/2016,103.959999,105.18,103.849998,104.580002,101.594978,40067700
16/3/2016,104.610001,106.309998,104.589996,105.970001,102.945305,38303500
17/3/2016,105.519997,106.470001,104.959999,105.800003,102.780144,34420700
18/3/2016,106.339996,106.5,105.190002,105.919998,102.896729,44205200
21/3/2016,105.93,107.650002,105.139999,105.910004,102.887009,35502700
22/3/2016,105.25,107.290001,105.209999,106.720001,103.673882,32444400
23/3/2016,106.480003,107.07,105.900002,106.129997,103.100731,25703500
24/3/2016,105.470001,106.25,104.889999,105.669998,102.653854,26133000
28/3/2016,106,106.190002,105.059998,105.190002,102.187561,19411400
29/3/2016,104.889999,107.790001,104.879997,107.68,104.606491,31190100
30/3/2016,108.650002,110.419998,108.599998,109.559998,106.432831,45601100
31/3/2016,109.720001,109.900002,108.879997,108.989998,105.879097,25888400
1/4/2016,108.779999,110,108.199997,109.989998,106.850548,25874000
4/4/2016,110.419998,112.190002,110.269997,111.120003,107.948303,37356200
5/4/2016,109.510002,110.730003,109.419998,109.809998,106.675682,26578700
6/4/2016,110.230003,110.980003,109.199997,110.959999,107.79287,26404100
7/4/2016,109.949997,110.419998,108.120003,108.540001,105.441956,31801900
8/4/2016,108.910004,109.769997,108.169998,108.660004,105.558517,23581700
11/4/2016,108.970001,110.610001,108.830002,109.019997,105.908234,29407500
12/4/2016,109.339996,110.5,108.660004,110.440002,107.287712,27232300
